Source Title (newly added titles are highlighted in red),Print-ISSN,E-ISSN,,,,,,,,,,
"Journal of Asian Finance, Economics and Business ",22884637,22884645,,,,,,,,,,
Journal of Bioanalysis and Biomedicine,1948593X,,,,,,,,,,,
Journal of Biobased Materials and Bioenergy,15566560,15566579,,,,,,,,,,
Journal of Bioequivalence and Bioavailability,09750851,,,,,,,,,,,
Journal of Biological Sciences,17273048,18125719,,,,,,,,,,
Journal of Biology and Today's World,24765376,23223308,,,,,,,,,,
Journal of Biomaterials and Tissue Engineering,21579083,21579091,,,,,,,,,,
Journal of Business and Retail Management Research,17518202,20566271,,,,,,,,,,
Journal of Cancer Science and Therapy,19485956,,,,,,,,,,,
Journal of Cardiovascular Disease Research,09753583,09762833,,,,,,,,,,
Journal of Chemical and Pharmaceutical Research,09757384,,,,,,,,,,,
Journal of Chemical and Pharmaceutical Sciences,09742115,23498552,,,,,,,,,,
Journal of Clinical and Analytical Medicine,13090720,13092014,,,,,,,,,,
Journal of Clinical and Diagnostic Research,2249782X,0973709X,,,,,,,,,,
Journal of Clinical and Experimental Cardiology,,21559880,,,,,,,,,,
Journal of Clinical Engineering,03638855,,,,,,,,,,,
Journal of Computers,1796203X,,,,,,,,,,,
Journal of Computers (Taiwan),19911599,2312993X,,,,,,,,,,
Journal of Critical Reviews,,23945125,,,,,,,,,,
Journal of Dementia Care,13518372,,,,,,,,,,,
Journal of Digital Information Management,09727272,,,,,,,,,,,
Journal of Economics and Economic Education Research,15333604,15333590,,,,,,,,,,
Journal of Ecophysiology and Occupational Health,09724397,09740805,,,,,,,,,,
Journal of Electrical Engineering,,15824594,,,,,,,,,,
Journal of Emerging Technologies in Web Intelligence,17980461,,,,,,,,,,,
"Journal of Endocrinology, Metabolism and Diabetes of South Africa",16089677,22201009,,,,,,,,,,
Journal of Engineering and Applied Sciences,1816949X,18187803,,,,,,,,,,
Journal of English as an International Language,,22002014,,,,,,,,,,
Journal of Entomology,18125670,18125689,,,,,,,,,,
Journal of Entrepreneurship Education,10988394,15282651,,,,,,,,,,
Journal of Environment Treatment Techniques,,23091185,,,,,,,,,,
Journal of Environmental Hydrology,10583912,19967918,,,,,,,,,,
Journal of Environmental Science and Technology,,20772181,,,,,,,,,,
Journal of Evolutionary Biochemistry and Physiology,00220930,16083202,,,,,,,,,,
Journal of Fisheries and Aquatic Science,18164927,19960751,,,,,,,,,,
"Journal of Food, Agriculture and Environment",,14590263,,,,,,,,,,
Journal of Generalized Lie Theory and Applications,17365279,17364337,,,,,,,,,,
Journal of Generic Medicines,17411343,17417090,,,,,,,,,,
Journal of Global Pharma Technology,,09758542,,,,,,,,,,
Journal of Green Engineering,19044720,22454586,,,,,,,,,,
Journal of Human Ecology,09709274,24566608,,,,,,,,,,
Journal of Industrial Pollution Control,09702083,,,,,,,,,,,
Journal of Information Technology Research,19387857,19387865,,,,,,,,,,
Journal of Intercultural Ethnopharmacology,,21468397,,,,,,,,,,
Journal of Interdisciplinary and Multidisciplinary Research,19453019,19366264,,,,,,,,,,
Journal of International Agricultural and Extension Education,10770755,,,,,,,,,,,
Journal of International Business and Economics,15448037,23789174,,,,,,,,,,
Journal of Internet Banking and Commerce,,12045357,,,,,,,,,,
Journal of Japanese Botany,00222062,,,,,,,,,,,
Journal of Konbin,18958281,20834608,,,,,,,,,,
Journal of Language and Linguistic Studies,,1305578X,,,,,,,,,,
Journal of Language and Literature,20780303,,,,,,,,,,,
Journal of Legal Ethical and Regulatory Issues,15440036,15440044,,,,,,,,,,
Journal of Management Information and Decision Science ,15247252,15325806,,,,,,,,,,
Journal of Manufacturing Research,19438095,,,,,,,,,,,
Journal of Materials and Environmental Science,20282508,,,,,,,,,,,
Journal of Mathematical and Computational Science, ,19275307,,,,,,,,,,
Journal of Mathematical Control Science and Applications,09740570,,,,,,,,,,,
Journal of Mathematics and Statistics,15493644,15586359,,,,,,,,,,
Journal of Mechanical Engineering and Sciences,22894659,22318380,,,,,,,,,,
Journal of Mechanical Engineering Research and Development,10241752,,,,,,,,,,,
Journal of Medical Imaging and Health Informatics,21567018,21567026,,,,,,,,,,
Journal of Medical Sciences,16824474,18125727,,,,,,,,,,
Journal of Microbial and Biochemical Technology,19485948,,,,,,,,,,,
Journal of Multimedia,17962048,,,,,,,,,,,
Journal of Nanoelectronics and Optoelectronics,1555130X,15551318,,,,,,,,,,
Journal of Nanomedicine and Nanotechnology,,21577439,,,,,,,,,,
Journal of Nanoscience and Nanotechnology,15334880,15334899,,,,,,,,,,
Journal of Networks,17962056,,,,,,,,,,,
Journal of Nonlinear Science and Applications,20081898,20081901,,,,,,,,,,
Journal of Nuclear Energy Science and Power Generation Technology,,23259809,,,,,,,,,,
Journal of Organizational Culture Communications and Conflict,15440508,19394691,,,,,,,,,,
Journal of Pain Management,19395914,,,,,,,,,,,
Journal of Pharmaceutical Sciences and Research,,09751459,,,,,,,,,,
Journal of Pharmacognosy and Phytotherapy,21412502,,,,,,,,,,,
Journal of Pharmacology and Toxicology,1816496X,2152100X,,,,,,,,,,
Journal of Pharmacy and Nutrition Sciences,22233806,19275951,,,,,,,,,,
Journal of Physical Therapy Science,,21875626,,,,,,,,,,
Journal of Plant Sciences,18164951,,,,,,,,,,,
Journal of Polymer Materials,09738622,09763449,,,,,,,,,,
Journal of Probability and Statistics,1687952X,16879538,,,,,,,,,,
Journal of Proteomics and Bioinformatics,0974276X,,,,,,,,,,,
Journal of Psychohistory,01453378,,,,,,,,,,,
Journal of Real Estate Practice and Education,15214842,19308914,,,,,,,,,,
Journal of Research in Gender Studies,21640262,23783524,,,,,,,,,,
Journal of Residuals Science and Technology,15448053,2376578X,,,,,,,,,,
Journal of Reviews on Global Economics,,19297092,,,,,,,,,,
Journal of RNA and Genomics,25917781,,,,,,,,,,,
Journal of Rubber Research,15111768,,,,,,,,,,,
Journal of Science Education,01245481,,,,,,,,,,,
Journal of Scientific Exploration,08923310,,,,,,,,,,,
Journal of Security and Sustainability Issues,20297017,20297025,,,,,,,,,,
Journal of Self-Governance and Management Economics,23294175,23770996,,,,,,,,,,
Journal of Social Sciences Research,24119458,24136670,,,,,,,,,,
Journal of Sociology and Social Anthropology,09766634,24566764,,,,,,,,,,
Journal of Software,1796217X,,,,,,,,,,,
Journal of Software Engineering,18194311,21520941,,,,,,,,,,
Journal of Solid Mechanics,20083505,20087683,,,,,,,,,,
Journal of Sustainable Development,19139063,,,,,,,,,,,
"Journal of Telecommunication, Electronic and Computer Engineering",21801843,,,,,,,,,,,
"Journal of the Faculty of Agriculture, Kyushu University",00236152,2433488X,,,,,,,,,,
Journal of the Indian Academy of Applied Psychology,00194247,,,,,,,,,,,
Journal of The International Academy For Case Studies,10784950,15325822,,,,,,,,,,
Journal of the National Academy of Legal Sciences of Ukraine,19930909,26633116,,,,,,,,,,
Journal of Undergraduate Neuroscience Education,15442896,,,,,,,,,,,
Journal of Vaccines and Vaccination,21577560,,,,,,,,,,,
Journal of Veterinary Science and Technology,21577579,,,,,,,,,,,
Journal of Water Chemistry and Technology,1063455X,1934936X,,,,,,,,,,
Journal of Young Pharmacists,09751483,09751505,,,,,,,,,,
"JP Journal of Algebra, Number Theory and Applications",09725555,,,,,,,,,,,
JP Journal of Geometry and Topology,0972415X,,,,,,,,,,,
Kemija u Industriji,00229830,13349090,,,,,,,,,,
Kinderanalyse,09426051,25104209,,,,,,,,,,
Kindheit und Entwicklung,09425403,21906246,,,,,,,,,,
Kitakanto Medical Journal,13432826,18811191,,,,,,,,,,
Klinicka Biochemie a Metabolismus,12107921,25709402,,,,,,,,,,
Kosmetische Medizin,14304031,,,,,,,,,,,
Larmbekampfung,18634672,,,,,,,,,,,
LC-GC Europe,14716577,,,,,,,,,,,
Leonardo Electronic Journal of Practices and Technologies,,15831078,,,,,,,,,,
Library Philosophy and Practice ,,15220222,,,,,,,,,,
Life Science Journal,10978135,,,,,,,,,,,
Limosa,00243620,25431552,,,,,,,,,,
Linguistics Journal,,17182301,,,,,,,,,,
Literary Review,00244589,,,,,,,,,,,
Lowland Technology International,13449656,21878870,,,,,,,,,,
Man in India,00251569,,,,,,,,,,,
Management Science Letters,19239335,19239343,,,,,,,,,,
MATEC Web of Conferences,22747214,2261236X,,,,,,,,,,
Mathematical and Computational Applications,1300686X,22978747,,,,,,,,,,
Medecine du Sommeil,17694493,23523395,,,,,,,,,,
Medecine et Chirurgie du Pied,07592280,17652855,,,,,,,,,,
Media Watch,09760911,22498818,,,,,,,,,,
Medical Journal of Cell Biology,,25443577,,,,,,,,,,
Medicina e Chirurgia della Caviglia e del Piede,22842993,25321234,,,,,,,,,,
Medico-Legal Update,0971720X,09741283,,,,,,,,,,
Mediterranean Journal of Chemistry,20283997,,,,,,,,,,,
Mediterranean Journal of Social Sciences,20399340,20392117,,,,,,,,,,
Melliand Textilberichte/International Textile Reports,09319735,,,,,,,,,,,
Memoranda - Societatis pro Fauna et Flora Fennica,03736873,17969816,,,,,,,,,,
Mental Health in Family Medicine,1756834X,,,,,,,,,,,
Metallurgical and Mining Industry,20760507,20788312,,,,,,,,,,
Middle East Journal of Scientific Research,19909233,19998147,,,,,,,,,,
Mitsubishi Electric Advance,,13453041,,,,,,,,,,
"Modelling, Measurement and Control A",12595985,,,,,,,,,,,
"Modelling, Measurement and Control B",12595969,,,,,,,,,,,
"Modelling, Measurement and Control C",12595977,,,,,,,,,,,
Modern Applied Science,19131844,19131852,,,,,,,,,,
Moscow University Computational Mathematics and Cybernetics,02786419,19348428,,,,,,,,,,
Music Scholarship,19970854,25876341,,,,,,,,,,
Nanoscience and Nanotechnology Letters,19414900,19414919,,,,,,,,,,
"National Journal of Physiology, Pharmacy and Pharmacology",,22313206,,,,,,,,,,
Natural Volatiles and Essential Oils,,21489637,,,,,,,,,,
Nederlands Tijdschrift voor Klinische Chemie en Laboratoriumgeneeskunde,15708306,,,,,,,,,,,
Network Biology,,22208879,,,,,,,,,,
Neural Parallel and Scientific Computations,10615369,,,,,,,,,,,
Neurochemical Journal,18197124,18197132,,,,,,,,,,
Neuropsychological Trends,1970321X,19703201,,,,,,,,,,
NeuroQuantology ,,1303-5150,,,,,,,,,,
Nieren- und Hochdruckkrankheiten,03005224,,,,,,,,,,,
Obesite,19515995,,,,,,,,,,,
Occupational Health and Safety,03624064,19383851,,,,,,,,,,
Okajimas Folia Anatomica Japonica,0030154X,1881154X,,,,,,,,,,
Oncoscience,,23314737,,,,,,,,,,
Opcion,,10121587,,,,,,,,,,
Open Access Macedonian Journal of Medical Sciences,,18579655,,,,,,,,,,
Open Electrical and Electronic Engineering Journal,,18741290,,,,,,,,,,
Open Infectious Diseases Journal,18742793,,,,,,,,,,,
Open Materials Science Journal,,1874088X,,,,,,,,,,
Open Petroleum Engineering Journal,,18748341,,,,,,,,,,
Oriental Journal of Chemistry,0970020X,22315039,,,,,,,,,,
Ornithologische Beobachter,00305707,,,,,,,,,,,
Osteopathische Medizin,16159071,16118928,,,,,,,,,,
Osterreichische Wasser- Und Abfallwirtschaft,0945358X,16137566,,,,,,,,,,
Otorinolaryngologie a Foniatrie,12107867,,,,,,,,,,,
Pakistan Journal of Biotechnology,18121837,23127791,,,,,,,,,,
Pakistan Journal of Medical and Health Sciences,19967195,,,,,,,,,,,
Pakistan Journal of Nutrition,16805194,19947984,,,,,,,,,,
Parazitologiia,00311847,,,,,,,,,,,
PCI Journal,08879672,,,,,,,,,,,
Pediatria Catalana,11358831,,,,,,,,,,,
Pediatric Dentistry,01641263,19425473,,,,,,,,,,
Periodico Tche Quimica,18060374,21790302,,,,,,,,,,
Pestology,09703012,,,,,,,,,,,
Pharma Kritik,10105409,,,,,,,,,,,
Pharma Research,,09758216,,,,,,,,,,
Pharmaceutical Care Espana,11396202,,,,,,,,,,,
Pharmacognosy Magazine,09731296,09764062,,,,,,,,,,
Pharmacognosy Research,09764836,09748490,,,,,,,,,,
Pharmacognosy Reviews,09737847,09762787,,,,,,,,,,
Pharmacologyonline,,18278620,,,,,,,,,,
Pharmacopeial Forum,,15421945,,,,,,,,,,
Phlebologie,00318280,,,,,,,,,,,
Phlebolymphology,12860107,,,,,,,,,,,
Physics Essays,08361398,23712236,,,,,,,,,,
Phyton,00792047,,,,,,,,,,,
Plant Archives,09725210,25816063,,,,,,,,,,
Plant Cell Biotechnology and Molecular Biology,09722025,,,,,,,,,,,
Plant Tissue Culture and Biotechnology,18173721,18188745,,,,,,,,,,
Pollution Research,02578050,,,,,,,,,,,
Ponte,0032423X,,,,,,,,,,,
Postepy Mikrobiologii,00794252,,,,,,,,,,,
Pracovni Lekarstvi,00326291,18054536,,,,,,,,,,
Pravention und Rehabilitation,0937552X,,,,,,,,,,,
Prensa Medica Argentina,0032745X ,,,,,,,,,,,
Problems of Education in the 21st Century,18227864,25387111,,,,,,,,,,
Problems of Infectious and Parasitic Diseases,02049155,,,,,,,,,,,
Proceedings of the International Conference on Industrial Engineering and Operations Management, ,21698767,,,,,,,,,,
Prostor,13300652,13339117,,,,,,,,,,
Prozesswaerme,25673742,,,,,,,,,,,
Przeglad Papierniczy,00332291,24499498,,,,,,,,,,
Psyche,00332623,25104187,,,,,,,,,,
Psychiatrie de l'Enfant,0079726X,21025320,,,,,,,,,,
Psychoanalysis and History,14608235,1755201X,,,,,,,,,,
Psychology and Education,00333077,15536939,,,,,,,,,,
Psychotropes,12452092,17821487,,,,,,,,,,
Quaderns de l'Institut Catala d'Antropologia,02115557,23854472,,,,,,,,,,
Quality in Primary Care,,14791072,,,,,,,,,,
Rassegna di Patologia dell''Apparato Respiratorio,00339563,,,,,,,,,,,
Research in World Economy,19233981,1923399X,,,,,,,,,,
Research Journal of Applied Sciences,1815932X,19936079,,,,,,,,,,
"Research Journal of Applied Sciences, Engineering and Technology",20407459,20407467,,,,,,,,,,
Research Journal of Botany,18164919,21520461,,,,,,,,,,
Research Journal of Business Management,18191932,21520437,,,,,,,,,,
Research Journal of Cardiology,18193404,21518297,,,,,,,,,,
Research Journal of Environmental Toxicology,18193420,,,,,,,,,,,
Research Journal of Immunology,19947909,20772211,,,,,,,,,,
Research Journal of Information Technology,18157432,21517959,,,,,,,,,,
Research Journal of Medical Sciences,18159346,19936095,,,,,,,,,,
Research Journal of Medicinal Plant,18193455,21517924,,,,,,,,,,
Research Journal of Microbiology,18164935,,,,,,,,,,,
Research Journal of Obstetrics and Gynecology,19947925,2077222X,,,,,,,,,,
Research Journal of Parasitology,18164943,,,,,,,,,,,
"Research Journal of Pharmaceutical, Biological and Chemical Sciences",,09758585,,,,,,,,,,
Research Journal of Pharmacology,18159362,19936109,,,,,,,,,,
Research Journal of Phytochemistry,18193471,21516081,,,,,,,,,,
Research Journal of Seed Science,18193552,21516146,,,,,,,,,,
Research Journal of Toxins,18193560,21517258,,,,,,,,,,
Review of European Studies,19187173,19187181,,,,,,,,,,
Review of International Geographical Education Online,,21460353,,,,,,,,,,
Revista Argentina de Clinica Psicologica,03276716,18517951,,,,,,,,,,
Revista Argentina de Endocrinologia y Metabolismo,03264610,18513034,,,,,,,,,,
Revista Chilena de Enfermedades Respiratorias,07175698,07177348,,,,,,,,,,
Revista Cubana de Cirugia,00347493,15612945,,,,,,,,,,
Revista Cubana de Medicina,00347523,1561302X,,,,,,,,,,
Revista de Chimie (Bucuresti),00347752,26688212,,,,,,,,,,
Revista de Filosofia (Venezuela),0798-1171,2477-9598,,,,,,,,,,
Revista de Toxicologia,,16970748,,,,,,,,,,
Revista del Laboratorio Clinico,18884008,19890389,,,,,,,,,,
Revista Espacios,,07981015,,,,,,,,,,
Revista Mexicana de Ciencias Politicas y Sociales,01851918,2448492X,,,,,,,,,,
Revista Romana de Medicina de Laborator,18416624,22845623,,,,,,,,,,
Revue Francaise de Psychosomatique,11644796,21052603,,,,,,,,,,
Revue Francophone des Laboratoires,1773035X,,,,,,,,,,,
Revue Francophone d'Orthoptie,18762204,18762212,,,,,,,,,,
Revue Internationale de Soins Palliatifs,16641531,22352155,,,,,,,,,,
Risk Governance and Control Financial Markets and Institutions,2077429X,20774303,,,,,,,,,,
Romanian Biotechnological Letters,12245984,22483942,,,,,,,,,,
Russian Journal of Biopharmaceuticals,20738099,,,,,,,,,,,
Russian Journal of Criminology,25004255,25001442,,,,,,,,,,
Russian Journal of Developmental Biology,10623604,16083326,,,,,,,,,,
Science and Technology of Energetic Materials,13479466,,,,,,,,,,,
Science for Education Today,,26586762,,,,,,,,,,
Science of Advanced Materials,19472935,19472943,,,,,,,,,,
Sciences Sociales et Sante,02940337,17775914,,,,,,,,,,
Scientific Bulletin of Naval Academy,1454864X,23928956,,,,,,,,,,
Scientist,08903670,19455127,,,,,,,,,,
SD Revista Medica Internacional Sobre el Sindrome de Down,11382074,21719721,,,,,,,,,,
Sensor Letters,1546198X,15461971,,,,,,,,,,
Sensors & Transducers,17265479,,,,,,,,,,,
Silva Balcanica,13118706,,,,,,,,,,,
Social Sciences,18185800,19936125,,,,,,,,,,
Soins Cadres,19622287,,,,,,,,,,,
Somatosensory and Motor Research,08990220,13691651,,,,,,,,,,
Space Research Journal,18193382,,,,,,,,,,,
"Studii si Cercetari Stiintifice, Chimie si Inginerie Chimica, Biotehnologii, Industrie Alimentara",1582540X,23445467,,,,,,,,,,
Surveying and Land Information Science,15381242,15597202,,,,,,,,,,
Svensk Botanisk Tidskrift,0039646X,,,,,,,,,,,
SWS - Rundschau,10131469,,,,,,,,,,,
Systematic Reviews in Pharmacy,09758453,09762779,,,,,,,,,,
Talent Development and Excellence,18690459,18692885,,,,,,,,,,
Teikyo Medical Journal,03875547,,,,,,,,,,,
Tekstil,04925882,18491537,,,,,,,,,,
Telma,03404927,,,,,,,,,,,
Tesol International Journal,,20943938,,,,,,,,,,
Test Engineering and Management,01934120,,,,,,,,,,,
The International Arabic Journal of Antimicrobial Agents ﻿,,21749094,,,,,,,,,,
Therapie Familiale,02504952,22352112,,,,,,,,,,
Tijdschrift voor Geneeskunde,0371683X,17849721,,,,,,,,,,
Tobacco Regulatory Science,,23339748,,,,,,,,,,
Trace Elements and Electrolytes,09462104,,,,,,,,,,,
Translational Biomedicine,21720479,,,,,,,,,,,
Trends in Bioinformatics,19947941,20772254,,,,,,,,,,
Trends In Medical Research,18193587,21516065,,,,,,,,,,
Turk Serebrovaskuler Hastaliklar Dergisi,13011375,21469113,,,,,,,,,,
Turkisch Journal of Computer and Mathematics Education,,13094653,,,,,,,,,,
Turkish Online Journal of Educational Technology,13036521,,,,,,,,,,,
Turkish Online Journal of Qualitative Inquiry,,13096591,,,,,,,,,,
Universal Journal of Accounting and Finance,23319712,23319720,,,,,,,,,,
Universal Journal of Educational Research,23323205,23323213,,,,,,,,,,
Universal Journal of Electrical and Electronic Engineering,23323280,23323299,,,,,,,,,,
Universal Journal of Mechanical Engineering,23323353,23323361,,,,,,,,,,
Utopia y Praxis Latinoamericana,13165216,24779555,,,,,,,,,,
Verdauungskrankheiten,0174738X,,,,,,,,,,,
Veterinary Research,,19944659,,,,,,,,,,
Vjesnik za Arheologiju i Povijest Dalmatinsku,,18490336,,,,,,,,,,
Vogelwarte,00496650,,,,,,,,,,,
Voprosy Istorii  ,00428779,,,,,,,,,,,
Water and Ecology: Problems and Solutions,23053488,,,,,,,,,,,
Webology,1735-188X,,,,,,,,,,,
Wisdom,18293824,,,,,,,,,,,
WIT Transactions on Biomedicine and Health,,17433525,,,,,,,,,,
WIT Transactions on Information and Communication Technologies,,17433517,,,,,,,,,,
WIT transactions on Modelling and Simulation,,1743355X,,,,,,,,,,
World Applied Sciences Journal,18184952,19916426,,,,,,,,,,
World Heart Journal,15564002,25776584,,,,,,,,,,
World Journal of Clinical Oncology,,22184333,,,,,,,,,,
World Journal of Medical Sciences,18173055,19904061,,,,,,,,,,
World Journal of Modelling and Simulation,17467233,,,,,,,,,,,
World Journal on Educational Technology,1309-1506,1309-0348,,,,,,,,,,
WSEAS Transactions on Biology and Biomedicine,,11099518,,,,,,,,,,
WSEAS Transactions on Communications,22242864,11092742,,,,,,,,,,
WSEAS Transactions on Computers,22242872,11092750,,,,,,,,,,
WSEAS Transactions on Heat and Mass Transfer,,17905044,,,,,,,,,,
WSEAS Transactions on Signal Processing,22243488,17905052,,,,,,,,,,
Wutan Huatan Jisuan Jishu,10011749,,,,,,,,,,,
Zairyo to Kankyo,09170480,18819664,,,,,,,,,,
Zeitschrift fur Familienforschung,14372940,21962154,,,,,,,,,,
Zeitschrift fur Feldherpetologie,09467998,,,,,,,,,,,
Zeitschrift fur Soziologie der Erziehung und Sozialisation,14361957,,,,,,,,,,,
Zentralsterilisation - Central Service,09426086,,,,,,,,,,,
"ZFV - Zeitschrift fur Geodasie, Geoinformation und Landmanagement",16188950,,,,,,,,,,,
Ziegelindustrie International/Brick and Tile Industry International,03410552,,,,,,,,,,,
ZKG International,23661313,,,,,,,,,,,
